,Event,Date,White,Black,Result,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,Gameplay,Points,WDL,Against,ELO,Opponent,EloDif,Opening,Country
48,Rated Bullet,2021-02-12 22:56:00,francobaresi,santificex,1-0,1701,1722,6,-6,Standard,60+0,C02,Time forfeit, e5 e6 3. d4 f6 4. f4 fxe5 5. fxe5 Nc6 6. Nf3 Bd7 7. Be3 Qe7 8. Bd3 O-O-O 9. O-O Re8 10. c3 Kb8 11. b4 b6 12. a4 g5 13. a5 Nh6 14. Bxg5 Qf7 15. Qd2 Nf5 16. Bxf5 exf5 17. Bf6 Be7 18. Bxh8 Rxh8 19. axb6 cxb6 20. Qd3 Rg8 21. Qa6 Qg6 22. Rf2 Bh4 23. Re2 Bd8 24. Na3 Bc8 25. Qd3 Bg5 26. Nb5 f4 27. Qxg6 Rxg6 28. Nd6 Be7 29. Rc2 Bxd6 30. exd6 Bd7 31. c4 dxc4 32. Rxc4 Kb7 33. b5 Na5 34. Rxa5 bxa5 35. Rc7+ Kb6 36. Rxd7 a4 37. d5 Rg8 38. Re7 Ra8 39. d7 a3 40. Re8 1-0,0.0,L,Worst Player,1722,francobaresi,-6,French: Advance,INT
49,Rated Bullet,2021-02-12 22:54:00,lightskinkenny,santificex,1-0,1761,1727,5,-5,Standard,60+0,B01,Time forfeit, exd5 Qxd5 3. Nc3 Qd8 4. Nf3 Nf6 5. Be2 e6 6. O-O Be7 7. g3 O-O 8. Re1 Nc6 9. Bf1 b6 10. Bg2 Bb7 11. d3 Rb8 12. Be3 e5 13. Qd2 Nb4 14. a3 Bxf3 15. Bxf3 Na6 16. Rac1 c5 17. Bg2 Nc7 18. Ne4 Nxe4 19. Bxe4 Nd5 20. c4 Nxe3 21. Qxe3 Bd6 22. Red1 g6 23. b4 Qd7 24. h4 f5 25. Bd5+ Kg7 26. h5 f4 27. gxf4 exf4 28. h6+ Kxh6 29. Qe2 Kg7 30. Kf1 Qh3+ 31. Bg2 Qf5 32. Qb2+ Rf6 33. f3 Be5 34. Qc2 Bd4 35. Ke2 Re8+ 36. Kf1 Qe5 37. Re1 Qc7 38. Rxe8 Be3 39. Re1 Qd6 40. Re4 Re6 41. Rxe6 Qxe6 42. bxc5 bxc5 43. a4 Qf5 44. Ke2 Qg5 45. Kd1 1-0,0.0,L,Better Player,1727,lightskinkenny,-5,Scandinavian (Centre Counter),INT
50,Rated Bullet,2021-02-12 22:52:00,madhu_hkl,santificex,0-1,1789,1720,-6,7,Standard,60+0,B01,Normal, exd5 Qxd5 3. d4 Qd8 4. c3 Nf6 5. Nf3 e6 6. Bd3 Be7 7. O-O O-O 8. Bf4 Nc6 9. Nbd2 Bd7 10. Ne4 Bd6 11. Nxf6+ Qxf6 12. Bxd6 cxd6 13. Re1 e5 14. dxe5 Nxe5 15. Nxe5 dxe5 16. Bc2 Bc6 17. Qd3 g6 18. a4 Qg5 19. g3 Rad8 20. Qe2 f5 21. Qxe5 Rde8 22. Qxe8 Rxe8 23. Rxe8+ Kg7 24. Rae1 Bxe8 25. Rxe8 Qc1+ 26. Kg2 Qxc2 27. h4 Qxb2 0-1,1.0,W,Better Player,1720,madhu_hkl,7,Scandinavian (Centre Counter),INT
51,Rated Bullet,2021-02-12 16:12:00,santificex,sticklee,1-0,1714,1709,6,-6,Standard,60+0,E61,Normal, c4 Nf6 3. e3 g6 4. Nc3 Bg7 5. Nf3 O-O 6. Be2 Re8 7. O-O Bg4 8. Re1 Nc6 9. h3 Bxf3 10. Bxf3 e5 11. Bxc6 bxc6 12. dxe5 dxe5 13. Qxd8 Raxd8 14. e4 Rd4 15. Be3 Rxc4 16. Bxa7 Ra8 17. Be3 Rd8 18. Bc1 Nd7 19. Bg5 Re8 20. Rac1 Nb6 21. b3 Rd4 22. a4 Rd7 23. a5 Nc8 24. Na4 Nd6 25. Nc5 Nxe4 26. Nxe4 Rd4 27. Nc5 1-0,1.0,W,Worst Player,1714,sticklee,6,King's Indian: 3.Nc3,INT
52,Rated Bullet,2021-02-12 16:08:00,santificex,neodimneo,0-1,1719,1765,-5,5,Standard,60+0,A40,Time forfeit, c4 Bb4+ 3. Nc3 Be7 4. Nf3 Nf6 5. e3 O-O 6. Be2 d6 7. O-O Nbd7 8. b3 b6 9. Bb2 Bb7 10. Rc1 c5 11. e4 cxd4 12. Nxd4 a5 13. Nf3 Ba6 14. a4 Bb7 15. Qc2 Nc5 16. e5 dxe5 17. Rfd1 Qc7 18. Nb5 Rad8 19. Nxc7 Rxd1+ 20. Rxd1 e4 21. Ne5 Bd8 22. Nb5 Bc7 23. f4 Bxe5 24. Bxe5 Nfd7 25. Bh5 g6 26. Bg4 Nxe5 27. fxe5 e3 28. Re1 f6 29. Be2 fxe5 30. Nd6 Nd7 31. Nxb7 Nf6 32. Nd6 Ng4 33. Bxg4 Rd8 34. Bxe6+ Kg7 35. Ne4 Re8 36. Bd5 h6 37. Rxe3 h5 38. h3 Kh6 39. Nf6 Rf8 40. Ne4 Rf5 41. Qe2 Rf4 42. Rf3 Rxf3 43. Qxf3 g5 44. Qf6+ Kh7 45. Qg6+ Kxg6 46. Nd6 Kf6 47. c5 Ke7 48. cxb6 Kxd6 49. b7 Kxd5 50. b8=Q Kc5 51. Qc8+ Kd4 52. Qd8+ Kc3 53. Qe8 Kxb3 54. Qxe5 Kxa4 55. Qxg5 Kb4 56. Qxh5 a4 0-1,0.0,L,Better Player,1719,neodimneo,-5,Queen's Pawn Game,INT
53,Rated Bullet,2021-02-12 16:06:00,Kurkchi,santificex,1/2-1/2,1717,1719,0,0,Standard,60+0,D20,Normal, c4 dxc4 3. Nc3 e5 4. Nf3 exd4 5. Qxd4 Qxd4 6. Nxd4 Nf6 7. e3 Bb4 8. Bxc4 Bxc3+ 9. bxc3 O-O 10. a4 Nc6 11. Nxc6 bxc6 12. Ba3 Be6 13. Bxf8 Rxf8 14. Bxe6 fxe6 15. O-O Nd5 16. e4 Nxc3 17. Rfc1 Ne2+ 18. Kf1 Nxc1 19. Rxc1 Rf4 20. f3 e5 21. Rxc6 Rf7 22. Ke2 Rd7 23. Ke3 Rd4 24. Rxc7 Rxa4 25. Re7 Ra3+ 26. Kd2 Ra5 27. Rb7 a6 28. Kc3 Kf8 29. Kb4 Ra1 30. Kc5 Rc1+ 31. Kb6 Rb1+ 32. Ka7 a5 33. Rc7 a4 34. Rc2 a3 35. Ra2 Rb3 36. Ka6 Ke7 37. Ka5 Kd6 38. Ka4 Re3 39. Rxa3 Rxa3+ 40. Kxa3 Ke6 41. Kb3 Kf6 42. Kc4 Kg5 43. g3 h5 44. Kd5 Kf6 45. h3 g5 46. g4 hxg4 47. hxg4 Ke7 48. Kxe5 Kf7 49. Kf5 Kg7 50. Kxg5 Kf7 51. e5 Ke6 52. f4 Kf7 53. f5 Ke7 54. e6 Kf8 55. Kg6 Ke7 56. f6+ Kxe6 57. Kg7 Ke5 58. f7 Kf4 59. f8=Q+ Kxg4 60. Qf7 Kg3 61. Qf5 Kg2 62. Kg6 Kg3 63. Kg5 Kg2 64. Qf4 Kg1 65. Kg4 Kg2 66. Qf3+ Kg1 67. Qg3+ Kf1 68. Kf3 1/2-1/2,0.5,D,Worst Player,1719,Kurkchi,0,Queen's Gambit Accepted,INT
54,Rated Bullet,2021-02-12 16:04:00,santificex,jeeks,1-0,1714,1689,5,-5,Standard,60+0,E60,Normal,. c4 g6 3. Nf3 Bg7 4. e3 d5 5. Be2 O-O 6. O-O dxc4 7. Nc3 c5 8. Bxc4 cxd4 9. exd4 Nc6 10. Bg5 Bg4 11. Bxf6 exf6 12. h3 Be6 13. Bxe6 fxe6 14. Qd3 f5 15. Rad1 Nxd4 16. Nxd4 Qb6 17. Nce2 Rad8 18. Qb3 Bxd4 19. Qxb6 Bxb6 20. Rxd8 Re8 21. Rxe8+ 1-0,1.0,W,Worst Player,1714,jeeks,5,King's Indian,INT
55,Rated Bullet,2021-02-12 16:02:00,SicilianSilicon,santificex,1-0,1712,1719,7,-5,Standard,60+0,D20,Normal, c4 dxc4 3. Nc3 Nf6 4. Be3 e6 5. Qd2 Bb4 6. a3 Bxc3 7. bxc3 O-O 8. h4 Nc6 9. h5 h6 10. Bxh6 gxh6 11. Qxh6 Ne4 12. Rh3 Qg5 13. Qxg5+ Nxg5 14. Rg3 f6 15. f4 Kh7 16. fxg5 fxg5 17. Rxg5 e5 18. dxe5 Be6 19. e3 Rad8 20. Nf3 Kh6 21. Rg6+ Kxh5 22. Rxe6 Kg4 23. Nd4 Nxd4 24. exd4 Kg3 25. Bxc4 Rh8 26. O-O-O Rh2 27. Rd2 Rh1+ 28. Kc2 a6 29. Bd5 c6 30. Bc4 b5 31. Bd3 a5 32. Be4 Rh2 33. Bxc6 b4 34. axb4 axb4 35. cxb4 Rc8 36. b5 Rb8 37. d5 Rd8 38. d6 Rxg2 39. Bxg2 Kf4 40. d7 Kf5 41. Re7 Rb8 42. Re8 Rxb5 43. d8=Q Rc5+ 44. Kd1 Ra5 45. Qf6+ Kg4 46. Rg8+ Kh5 47. Qh8# 1-0,0.0,L,Worst Player,1719,SicilianSilicon,-5,Queen's Gambit Accepted,INT
56,Rated Bullet,2021-02-12 16:00:00,santificex,Tafsle,0-1,1725,1716,-6,6,Standard,60+0,A40,Normal, c4 c5 3. Nf3 cxd4 4. Nxd4 Nc6 5. e3 d5 6. Nc3 Nxd4 7. exd4 dxc4 8. Bxc4 Bb4 9. O-O Ne7 10. Qa4+ Nc6 11. Bb5 Bxc3 12. bxc3 Bd7 13. Bf4 O-O 14. Bd6 Re8 15. Be5 Nxe5 16. dxe5 Bxb5 17. Qxb5 a6 18. Qxb7 Rb8 19. Qf3 Rb2 20. Rfd1 Qa5 21. Rdc1 Rxa2 22. Rxa2 Qxa2 23. h3 Qb2 24. Rf1 Rc8 25. c4 h6 26. g4 Qxe5 27. Qe3 Qxe3 28. fxe3 Rxc4 29. Ra1 Rc6 30. Ra5 Kf8 31. Kf2 Ke7 32. e4 f6 33. Ke3 e5 34. h4 Kd6 35. Kd3 Kc7 36. h5 Kb6 37. Kd2 Kxa5 38. Ke3 Kb5 39. g5 a5 40. gxh6 gxh6 41. Kf3 a4 42. Kg4 a3 43. Kf5 a2 44. Kg6 a1=Q 45. Kxh6 Qg1 46. Kh7 Qg5 47. h6 Rc7+ 48. Kh8 Qd2 49. Kg8 Qd8# 0-1,0.0,L,Worst Player,1725,Tafsle,-6,Queen's Pawn Game,INT
57,Rated Bullet,2021-02-12 15:56:00,EleazarOjeda2347,santificex,1-0,1819,1730,4,-5,Standard,60+0,B01,Normal, exd5 Qxd5 3. Nf3 Qd8 4. Bc4 Nf6 5. O-O e6 6. d4 Be7 7. c3 O-O 8. Bg5 a6 9. Nbd2 b5 10. Bb3 c6 11. Re1 Nbd7 12. Bc2 Bb7 13. Nf1 h6 14. Bh4 c5 15. Qd3 c4 16. Qd2 Bxf3 17. gxf3 g6 18. Qxh6 Nd5 19. Bg3 Bf6 20. Qd2 Kg7 21. Ne3 Rh8 22. Kg2 Nxe3+ 23. fxe3 e5 24. Re2 exd4 25. exd4 Nb6 26. Rae1 Qc7 27. Bxc7 Na4 28. Be5 Bxe5 29. Rxe5 Raf8 30. Bxa4 bxa4 31. Qc2 a5 32. Qxa4 Rh5 33. Qxc4 Rfh8 34. Rxh5 Rxh5 35. Re5 Rf5 36. Rxf5 gxf5 37. Qd5 a4 38. Qxf5 a3 39. bxa3 f6 40. h4 Kf7 41. Kg3 Ke7 42. Kf4 Kf7 43. h5 Kg7 44. h6+ Kf7 45. Qxf6+ Kxf6 46. d5 Kg6 47. d6 Kxh6 48. d7 Kg6 49. d8=Q Kf7 50. Qd5+ Ke7 51. c4 Kf6 52. c5 Ke7 53. c6 Ke8 54. c7 Ke7 55. c8=Q Kf6 56. Qcc6+ Ke7 57. Qdd7+ Kf8 58. Qcc8# 1-0,0.0,L,Better Player,1730,EleazarOjeda2347,-5,Scandinavian (Centre Counter),INT
58,Rated Bullet,2021-02-12 15:54:00,USSR-REDARMY,santificex,0-1,1710,1724,-6,6,Standard,60+0,A00,Time forfeit, g3 e5 3. Rh2 e4 4. Rg2 Nf6 5. Rh2 Nc6 6. Rh1 Bb4 7. Rh2 Bd7 8. Rg2 Qe7 9. Rh2 O-O-O 10. Rh1 Kb8 11. Rh2 g5 12. Rg2 h5 13. Rh2 g4 14. Rh1 gxh3 15. Bxh3 Bxh3 16. Nxh3 Ng4 17. c3 Qf6 18. cxb4 Nxb4 19. Qb3 Nc2+ 20. Qxc2 Nxf2 21. Nxf2 Rhg8 22. Rg1 h4 23. g4 d4 24. Qxe4 d3 25. Nxd3 a6 26. Qf5 Qc6 27. Nc3 h3 28. e4 Rxd3 29. Qxf7 Rxc3 30. Qxg8+ Ka7 31. bxc3 Qxe4+ 32. Kd1 h2 33. Re1 h1=Q 34. Rxh1 Qxh1+ 35. Kc2 Qe4+ 36. Kb2 Qc6 37. Qb3 Qe4 38. d3 Qe2+ 39. Qc2 Qe6 40. d4 Qb6+ 41. Qb3 Qg6 42. Bd2 Qxg4 43. Re1 Qg2 44. Qc2 b6 45. Re7 Qc6 46. Bf4 Qd5 47. Rxc7+ Kb8 48. Rb7+ Kxb7 49. Qh7+ Kc6 50. Qg6+ Kb5 51. Qf5 Qxf5 52. c4+ Kxc4 0-1,1.0,W,Worst Player,1724,USSR-REDARMY,6,Start position,INT
59,Rated Bullet,2021-02-12 15:52:00,santificex,EricPsic,1-0,1718,1726,6,-6,Standard,60+0,D30,Time forfeit, c4 d5 3. Nf3 Bb4+ 4. Nc3 Bxc3+ 5. bxc3 Nf6 6. e3 Ne4 7. Qc2 O-O 8. Be2 Nf6 9. O-O h6 10. cxd5 Nxd5 11. Ne5 c6 12. e4 Ne7 13. Bh5 f6 14. Ng4 e5 15. Nxh6+ gxh6 16. Qd2 Kh7 17. Qxh6+ Kg8 18. dxe5 Nd7 19. Ba3 f5 20. exf5 Nxf5 21. Qg6+ Kh8 22. Bxf8 Qxf8 23. Rfe1 Nh4 24. Qf6+ Qxf6 25. exf6 Nxf6 26. Re8+ Nxe8 27. Bxe8 Kg7 28. g3 Nf3+ 29. Kg2 Bg4 30. Rd1 Rxe8 31. Rd7+ Kg6 32. h3 Bxd7 33. Kxf3 b6 34. h4 Kh5 35. Kf4 Bg4 36. f3 Bxf3 37. Kxf3 Rf8+ 38. Kg2 Rd8 39. Kh3 c5 40. g4+ Kg6 41. h5+ Kh7 42. Kh4 Rg8 43. g5 1-0,1.0,W,Better Player,1718,EricPsic,6,Queen's Gambit Declined,INT
60,Rated Bullet,2021-02-12 15:46:00,santificex,svajc,1-0,1712,1757,6,-7,Standard,60+0,D38,Normal, c4 Nf6 3. Nf3 e6 4. Nc3 Bb4 5. e3 dxc4 6. Bxc4 a6 7. O-O b5 8. Bd3 c5 9. a3 Bxc3 10. bxc3 cxd4 11. cxd4 Nd5 12. a4 Bd7 13. axb5 Bxb5 14. Bxb5+ axb5 15. Rxa8 O-O 16. Ba3 Re8 17. Ne5 b4 18. Bb2 Qb6 19. e4 Nc7 20. Nd7 Qb7 21. Ra4 Nca6 22. Nc5 Nxc5 23. dxc5 Na6 24. Qg4 f6 25. e5 f5 26. Qg5 Nxc5 27. Raa1 Nd3 28. Rad1 Nxb2 29. Rd7 Qxd7 30. Rb1 Nd3 31. h3 h6 32. Qg6 Qf7 33. Qg3 g5 34. Qxd3 f4 35. Qe4 Kg7 36. Rxb4 Qg6 37. Rb7+ Kg8 38. Qxg6+ Kf8 39. Qf7# 1-0,1.0,W,Better Player,1712,svajc,6,QGD: Ragozin,INT
61,Rated Bullet,2021-02-12 15:44:00,rafixmatador,santificex,0-1,1687,1706,-6,6,Standard,60+0,D00,Time forfeit, d4 dxe4 3. Bc4 Nf6 4. Ne2 e6 5. O-O Bb4 6. c3 Bd6 7. Bg5 Nc6 8. Nd2 a6 9. Nxe4 Be7 10. Bxf6 Bxf6 11. N2g3 b5 12. Bb3 Na5 13. Bc2 Nc4 14. b3 Nb2 15. Qb1 Bxd4 16. cxd4 Qxd4 17. Rd1 Qb4 18. Qxb2 O-O 19. a3 Qa5 20. b4 Qb6 21. Qd4 Qxd4 22. Rxd4 Bb7 23. Rd7 Bxe4 24. Bxe4 f5 25. Bxa8 Rxa8 26. Rxc7 Rd8 27. Rac1 h6 28. h3 Kh7 29. Ra7 Rd3 30. Rxa6 Kg6 31. Rcc6 f4 32. Rxe6+ Kg5 33. Ne4+ Kf5 34. f3 Rd1+ 35. Kf2 g5 36. Ke2 Ra1 0-1,1.0,W,Worst Player,1706,rafixmatador,6,Queen's Pawn Game,INT
62,Rated Bullet,2021-02-12 15:42:00,santificex,Talesseed,0-1,1712,1695,-6,6,Standard,60+0,D37,Normal, c4 e6 3. e3 Nf6 4. Nc3 dxc4 5. Nf3 Nc6 6. Bxc4 Bd7 7. O-O Bb4 8. Bd2 Qe7 9. a3 Bxc3 10. Bxc3 Nd5 11. Bxd5 exd5 12. Ne5 O-O 13. Nxc6 Bxc6 14. a4 a6 15. f3 Qxe3+ 16. Kh1 Rfe8 17. Re1 Qg5 18. Rxe8+ Rxe8 19. b4 Qe7 20. b5 axb5 21. axb5 Bxb5 22. Ra7 Ba6 23. h3 Qe3 24. Bd2 Qd3 25. Rxb7 Bxb7 26. Kh2 Re2 27. Kg3 Qxd2 28. Qb1 Rxg2+ 29. Kh4 Qg5# 0-1,0.0,L,Worst Player,1712,Talesseed,-6,QGD: 4.Nf3,INT
63,Rated Bullet,2021-02-12 15:40:00,Steph18,santificex,0-1,1730,1706,-6,6,Standard,60+0,A06,Normal, Nf3 dxe4 3. Ng5 f5 4. d3 Nf6 5. dxe4 fxe4 6. Qxd8+ Kxd8 7. Nc3 Ke8 8. Bf4 e5 9. Bxe5 Bd6 10. Bxd6 cxd6 11. Ncxe4 Nxe4 12. Nxe4 Kf7 13. Nxd6+ Kg6 14. Nxc8 Rxc8 15. O-O-O Nc6 16. Bd3+ Kf7 17. h3 Nb4 18. g4 Nxd3+ 19. Rxd3 g6 20. Rhd1 Re8 21. Rd7+ Kf6 22. Rxh7 Re2 23. Rf1 Rc8 24. c3 Rd8 25. Rd1 Rxd1+ 26. Kxd1 Rxf2 27. Kc1 Rg2 28. Rxb7 a5 29. Ra7 g5 30. c4 Rh2 31. Rh7 Ke5 32. c5 Kd4 33. c6 Kd3 34. c7 Rh1# 0-1,1.0,W,Better Player,1706,Steph18,6,Reti: 1...d5,INT
64,Rated Bullet,2021-02-12 15:40:00,santificex,datvip20zo,0-1,1712,1693,-6,6,Standard,60+0,D07,Normal, c4 Nc6 3. Nf3 dxc4 4. Nc3 Nxd4 5. e3 Nxf3+ 6. Qxf3 Nf6 7. Bxc4 e6 8. O-O Be7 9. Rd1 Bd7 10. Bb5 c6 11. Ba4 O-O 12. Bb3 Qc7 13. Ne4 Rad8 14. Nxf6+ Bxf6 15. Bd2 b6 16. Bc3 Bxc3 17. bxc3 c5 18. e4 Bc6 19. h3 Rxd1+ 20. Rxd1 h6 21. Qf4 Qxf4 22. f3 Qg3 23. Rf1 f5 24. Bxe6+ Kh8 25. Bxf5 Bd7 26. Bxd7 Rd8 27. Bf5 Rd2 28. e5 Qxg2# 0-1,0.0,L,Worst Player,1712,datvip20zo,-6,QGD: Chigorin Defence,INT
65,Rated Bullet,2021-02-12 15:38:00,santificex,Scuzeme,1-0,1706,1693,6,-5,Standard,60+0,D06,Time forfeit, c4 Nf6 3. e3 c5 4. Nc3 cxd4 5. Nf3 dxe3 6. fxe3 Bg4 7. Be2 Bxf3 8. Bxf3 e6 9. cxd5 exd5 10. Bxd5 Nxd5 11. Nxd5 Nc6 12. O-O Be7 13. Qf3 O-O 14. b4 Ne5 15. Qe4 Bd6 16. Bb2 Qg5 17. Bxe5 Qxe5 18. Qxe5 Bxe5 19. Ne7+ Kh8 20. Nf5 Bxa1 21. Rxa1 Rae8 22. Re1 Re5 23. g4 Rfe8 24. Rd1 g6 25. Nh6 Rxe3 26. Rd7 Kg7 27. g5 R3e7 28. Rd3 Re5 29. Rd7 R8e7 30. Rd8 Rxg5+ 31. Kf2 Kxh6 32. Rd4 Rge5 33. Rh4+ Kg7 34. Rxh7+ Kxh7 35. h4 Rh5 36. Kg3 1-0,1.0,W,Worst Player,1706,Scuzeme,6,Queen's Gambit,INT
66,Rated Bullet,2021-02-12 15:34:00,Quazi-M,santificex,1-0,1706,1712,6,-6,Standard,60+0,D20,Time forfeit, c4 dxc4 3. Nc3 e5 4. d5 Nf6 5. e4 Bb4 6. Qa4+ Nc6 7. dxc6 bxc6 8. Qxb4 Bb7 9. Bg5 Ba6 10. Nf3 Bb5 11. a4 Qb8 12. axb5 cxb5 13. Qxb5+ Qxb5 14. Nxb5 O-O 15. Bxf6 gxf6 16. Nc3 Rab8 17. Bxc4 Rxb2 18. O-O Rd8 19. Rab1 Rbb8 20. Nd5 Rxb1 21. Rxb1 c6 22. Ne7+ Kg7 23. Nxc6 Rc8 24. Bd5 Rc7 25. Ra1 Kg6 26. Rxa7 Rc8 27. h4 f5 28. Bxf7+ Kf6 29. Bd5 fxe4 30. Bxe4 Ke6 31. Re7+ Kd6 32. Nfxe5 Kc5 33. Rxh7 Kb5 34. Kh2 Rg8 35. f3 Kc5 36. g4 Kb5 37. h5 Ka4 38. Kg3 Kb3 39. g5 Kc3 40. Kg4 Kd2 41. g6 Ke3 42. h6 Ra8 43. Kg5 Ra4 44. g7 Ra1 45. g8=Q Rg1+ 46. Ng4+ Ke2 47. Qd8 1-0,0.0,L,Worst Player,1712,Quazi-M,-6,Queen's Gambit Accepted,INT
67,Rated Bullet,2021-02-12 15:32:00,newtothegame3,santificex,1-0,1743,1717,5,-5,Standard,60+0,A06,Time forfeit, Nf3 dxe4 3. Ng5 f5 4. d3 e6 5. Nc3 exd3 6. Bxd3 Nf6 7. O-O Bb4 8. Bf4 O-O 9. Be5 Bxc3 10. bxc3 Nbd7 11. Qf3 b6 12. Nxe6 Rb8 13. Nxd8 Rxd8 14. Qg3 Nxe5 15. Qxe5 Ne4 16. Bxe4 fxe4 17. Qxe4 Bb7 18. Qe7 Rd6 19. Rae1 Rg6 20. f3 h5 21. Re2 h4 22. Rfe1 Bxf3 23. Re3 Rxg2+ 24. Kf1 Be2+ 25. R1xe2 Rg6 26. Re6 Rf8+ 27. Ke1 Rxe6 28. Qxe6+ Kh7 29. Qe4+ g6 30. Rf2 Rc8 31. Qe7+ Kh6 32. Qe4 Rg8 33. Qe3+ g5 34. Rf6+ Rg6 35. Rxg6+ Kxg6 36. Qe7 g4 37. Qxc7 g3 38. Qxa7 g2 39. Qxb6+ 1-0,0.0,L,Better Player,1717,newtothegame3,-5,Reti: 1...d5,INT
68,Rated Bullet,2021-02-12 15:30:00,santificex,Maqsudboy,0-1,1723,1706,-6,6,Standard,60+0,A40,Normal, c4 c6 3. e3 f6 4. Nc3 Ne7 5. Nf3 a6 6. Be2 b5 7. O-O bxc4 8. Bxc4 Nd5 9. Nxd5 exd5 10. Bb3 Bd6 11. Re1 O-O 12. g3 a5 13. Bd2 Na6 14. a4 Nb4 15. Bxb4 Bxb4 16. Re2 Qe7 17. Qc2 Ba6 18. Bxd5+ cxd5 19. b3 Bxe2 20. Qxe2 Rac8 21. Rf1 Rc3 22. Kg2 Rfc8 23. e4 dxe4 24. Nh4 g5 25. Nf5 Qe5 26. Nh6+ Kg7 27. f4 Qd5 28. Nf5+ Qxf5 29. fxg5 Qd5 30. gxf6+ Kf7 31. Qh5+ Qxh5 32. g4 Qxg4+ 33. Kf2 Rf3+ 34. Ke2 Qg2+ 35. Rf2 Qxf2+ 36. Kd1 Rd3# 0-1,0.0,L,Worst Player,1723,Maqsudboy,-6,Queen's Pawn Game,INT
69,Rated Bullet,2021-02-12 15:28:00,santificex,abdo1989504,0-1,1728,1795,-5,5,Standard,60+0,A40,Normal, c4 Bg7 3. Nc3 e6 4. Nf3 d5 5. e3 Nf6 6. Be2 O-O 7. O-O b6 8. b4 Bb7 9. c5 bxc5 10. bxc5 Ne4 11. a4 Nxc3 12. Qc2 Nxe2+ 13. Qxe2 e5 14. Ba3 e4 15. Nd2 Nc6 16. Nb3 a6 17. Rac1 Bc8 18. a5 Be6 19. Nd2 f5 20. f3 f4 21. fxe4 dxe4 22. Nxe4 fxe3 23. Rxf8+ Qxf8 24. Qxe3 Bxd4 25. Rf1 Bxe3+ 26. Kh1 Qxf1# 0-1,0.0,L,Better Player,1728,abdo1989504,-5,Queen's Pawn Game,INT
70,Rated Rapid ,2021-02-12 02:02:00,Kryox,santificex,0-1,1433,1491,-5,7,Standard,600+0,D00,Normal, Bf4 Nf6 3. e3 e6 4. Nf3 Bd6 5. Bg3 Nc6 6. Bd3 Bb4+ 7. c3 Bd6 8. O-O Bxg3 9. fxg3 h5 10. Ne5 Nxe5 11. dxe5 Ne4 12. Bxe4 dxe4 13. Qxd8+ Kxd8 14. Nd2 Bd7 15. Nxe4 Ke7 16. Rad1 Rad8 17. Nc5 Bb5 18. Rf4 Rxd1+ 19. Kf2 Rd2+ 20. Ke1 Re2+ 21. Kd1 Rxb2 22. Rb4 Rd8+ 23. Rd4 Rxd4+ 24. exd4 f6 25. exf6+ gxf6 26. Nxb7 Be2+ 27. Kc1 Rxb7 28. Kd2 Bc4 29. Ke3 Bxa2 30. Kf4 Rb3 31. g4 hxg4 32. Kxg4 Rxc3 33. h4 f5+ 34. Kg5 Rg3+ 35. Kf4 Rxg2 36. h5 Rh2 37. Kg5 Kf7 38. h6 Kg8 39. Kg6 Kh8 40. Kg5 Kh7 0-1,1.0,W,Worst Player,1491,Kryox,7,Queen's Pawn Game,INT
71,Rated Rapid ,2021-02-12 01:54:00,Phil_says_checkmate,santificex,0-1,1504,1482,-6,9,Standard,600+0,B01,Normal, exd5 Qxd5 3. Nc3 Qd8 4. Nf3 Nf6 5. Bd3 Nc6 6. O-O e6 7. Re1 Bb4 8. Ne4 b6 9. a3 Be7 10. Nc3 Bb7 11. Bb5 O-O 12. Ne5 Nxe5 13. Rxe5 Nd5 14. Qf3 c6 15. Bd3 Bf6 16. Re2 c5 17. Nb5 Bc6 18. Nc3 Nxc3 19. Qxc6 Nxe2+ 20. Kf1 Nxc1 21. Rxc1 Rc8 22. Qf3 Bxb2 23. Re1 g6 24. h4 Qd5 25. Qf6 Bxf6 0-1,1.0,W,Better Player,1482,Phil_says_checkmate,9,Scandinavian (Centre Counter),INT
72,Rated Rapid ,2021-02-12 01:48:00,santificex,Funny11,0-1,1490,1497,-8,6,Standard,600+0,D30,Normal, c4 e6 3. Nf3 Be7 4. Nc3 Nf6 5. e3 O-O 6. g3 b6 7. Bg2 Bb7 8. b4 Bxb4 9. Bb2 Nbd7 10. a3 Ba5 11. O-O dxc4 12. Na4 c5 13. dxc5 Nxc5 14. Qxd8 Raxd8 15. Nxc5 bxc5 16. Ne5 Bxg2 17. Kxg2 c3 18. Bc1 c2 19. Nc6 Rd1 20. Nxa5 Rfd8 21. Nc6 Rxf1 22. Kxf1 Rd1+ 23. Ke2 Ne4 24. Kf3 Ng5+ 25. Kf4 Nh3+ 26. Kf3 Ng1+ 27. Ke4 Ne2 28. Nxa7 Nxc1 29. Nc6 Nb3 30. Ra2 c1=Q 31. Ne5 Qb1+ 32. Rc2 Qxc2+ 33. Kf3 Nd2+ 34. Kf4 Qe4+ 35. Kg5 Qxe5+ 36. Kh4 Nf3+ 37. Kh3 Qf5+ 38. Kg2 Ne1+ 39. Kf1 Nd3+ 40. Ke2 Nxf2 41. a4 Qc2+ 42. Kf3 Nd3 43. a5 Ne5+ 44. Kf4 Qf5# 0-1,0.0,L,Better Player,1490,Funny11,-8,Queen's Gambit Declined,INT
